종목명,연도,분기,매출액,영업이익,영업이익률
서진시스템,2023,Q3,160389374261.0,3146204674.0,0.019616041826313338
서진시스템,2023,Q4,243313764679.0,54530831927.0,0.22411733260936414
서진시스템,2024,Q1,325667313753.0,43270532021.0,0.13286728570438672
서진시스템,2024,Q2,308857669892.0,31143601036.0,0.1008347989120366
서진시스템,2024,Q3,314833226682.0,33282186746.0,0.10571370467074925
서진시스템,2024,Q4,264394591109.0,1004342714.0,0.003798650758274957
서진시스템,2025,Q1,281267404471.0,20864883661.0,0.07418166246544672
서진시스템,2025,Q2,258576171797.0,-5972202220.0,-0.023096490981731246
서진시스템,2025,Q3,215500668423.0,-37258836642.0,-0.17289429733399114
서진시스템,2025,Q4,310986494262.0,23511940024.0,0.0756043765816777
서진시스템,2026,Q1,280167855719.0,-32957147269.0,-0.11763357785789329
서울반도체,2023,Q1,224527485770.0,-14493032692.0,-0.06454903568842471
서울반도체,2023,Q2,255233268778.0,-2112681370.0,-0.008277452935955597
서울반도체,2023,Q3,281975025004.0,-13457081851.0,-0.04772437506055404
서울반도체,2023,Q4,270644857878.0,-19289040821.0,-0.07127067172913007
서울반도체,2024,Q1,241618800215.0,-3622637263.0,-0.014993192830096265
서울반도체,2024,Q2,282412682502.0,4034688169.0,0.014286497806172097
서울반도체,2024,Q3,300801298845.0,3874904908.0,0.012881942075644763
서울반도체,2024,Q4,265653037699.0,-3490281506.0,-0.013138496499914627
서울반도체,2025,Q1,239227017561.0,-20658927620.0,-0.08635700026955452
서울반도체,2025,Q2,251578036373.0,-7881350254.0,-0.031327656291564275
서울반도체,2025,Q3,256878685361.0,-3778544986.0,-0.014709453143961273
서울반도체,2025,Q4,265839868106.0,802875988.0,0.0030201489103954273
서울반도체,2026,Q1,238169411932.0,1780437713.0,0.007475509548255234
쎄트렉아이,2023,Q1,23940400027.0,-305247619.0,-0.012750314057231354
쎄트렉아이,2023,Q2,38881990208.0,-464150527.0,-0.011937416899624152
쎄트렉아이,2023,Q3,24919200154.0,-2590658404.0,-0.10396234180831646
쎄트렉아이,2023,Q4,37691904569.0,-993694353.0,-0.026363601530957702
쎄트렉아이,2024,Q1,31719392555.0,-3532999226.0,-0.11138294088936092
쎄트렉아이,2024,Q2,47463296828.0,-1527866989.0,-0.03219049436318688
쎄트렉아이,2024,Q3,43683623614.0,784048236.0,0.017948333291396716
쎄트렉아이,2024,Q4,48413138657.0,1204658568.0,0.024882885130312032
쎄트렉아이,2025,Q1,40040708142.0,1742403005.0,0.0435157889521024
쎄트렉아이,2025,Q2,44484212137.0,2026061507.0,0.045545630902942565
쎄트렉아이,2025,Q3,50438282568.0,2455306362.0,0.04867942041225927
쎄트렉아이,2025,Q4,71953593455.0,3955889770.0,0.054978348961459804
쎄트렉아이,2026,Q1,37185131934.0,-2004163801.0,-0.05389691246913407
가온전선,2023,Q1,376042455305.0,14126580315.0,0.0375664505847943
가온전선,2023,Q2,338231980034.0,14896591305.0,0.044042527567921146
가온전선,2023,Q3,411776807140.0,9183962034.0,0.022303252331735975
가온전선,2023,Q4,372555301934.0,5512905339.0,0.014797549009184785
가온전선,2024,Q1,402162649580.0,12778396257.0,0.031774199494520844
가온전선,2024,Q2,409978736952.0,10484305530.0,0.02557280313595262
가온전선,2024,Q3,402692425001.0,12855665858.0,0.031924280318826645
가온전선,2024,Q4,,8893410355.0,
자이에스앤디,2023,Q1,767124743438.0,47503546481.0,0.06192414843523985
자이에스앤디,2023,Q2,615091629758.0,37733537415.0,0.06134620532853907
자이에스앤디,2023,Q3,512666032095.0,21382065745.0,0.041707592089966626
자이에스앤디,2023,Q4,479750290313.0,19972811590.0,0.0416316821339895
자이에스앤디,2024,Q1,400474917076.0,591490105.0,0.0014769716648389995
자이에스앤디,2024,Q2,427369027552.0,1082651121.0,0.00253329336288477
자이에스앤디,2024,Q3,375839234640.0,2488539459.0,0.006621287054779322
자이에스앤디,2024,Q4,374490250721.0,-1786436323.0,-0.00477031463318632
자이에스앤디,2025,Q1,312683717305.0,-10602116073.0,-0.03390683776046584
자이에스앤디,2025,Q2,336953996611.0,-2718602944.0,-0.00806817242514716
자이에스앤디,2025,Q3,402990116802.0,28353621877.0,0.07035810729554667
자이에스앤디,2025,Q4,334968225498.0,-2527236917.0,-0.007544706406832279
자이에스앤디,2026,Q1,270257140286.0,11342905220.0,0.04197078829442343
한중엔시에스,2024,Q2,43646189256.0,2378546047.0,0.05449607600445951
한중엔시에스,2024,Q3,47596446993.0,1588356765.0,0.03337133053720584
한중엔시에스,2024,Q4,55388858363.0,5894070720.0,0.10641256913750122
한중엔시에스,2025,Q1,33103776635.0,-627234584.0,-0.018947523447727613
한중엔시에스,2025,Q2,36429493817.0,398098913.0,0.010927928754646193
한중엔시에스,2025,Q3,45864927961.0,1529266837.0,0.03334283743561901
한중엔시에스,2025,Q4,59866778244.0,2726006024.0,0.04553453691611018
한중엔시에스,2026,Q1,54731816249.0,1442580839.0,0.0263572623359883
에이디테크놀로지,2023,Q1,18118871416.0,-5979710558.0,-0.33002665677728543
에이디테크놀로지,2023,Q2,20363493983.0,-5765660180.0,-0.2831370777929038
에이디테크놀로지,2023,Q3,22215388890.0,-3433134592.0,-0.15453857724477585
에이디테크놀로지,2023,Q4,39474423389.0,-2228728501.0,-0.056460064762366126
에이디테크놀로지,2024,Q1,30589183817.0,-3760775813.0,-0.12294462760101305
에이디테크놀로지,2024,Q2,20201187493.0,-4426970645.0,-0.21914407984847467
에이디테크놀로지,2024,Q3,34416927561.0,-1697566244.0,-0.04932358476773562
에이디테크놀로지,2024,Q4,21338165048.0,-7068206510.0,-0.3312471571055963
에이디테크놀로지,2025,Q1,32640510178.0,-1551685227.0,-0.04753863277682007
에이디테크놀로지,2025,Q2,34026867815.0,-1019789581.0,-0.02997012791610658
에이디테크놀로지,2025,Q3,36805859459.0,2668304819.0,0.07249673987296415
에이디테크놀로지,2025,Q4,61038392406.0,2756014745.0,0.04515215156172899
에이디테크놀로지,2026,Q1,36032593804.0,-357067847.0,-0.009909579336482895
위메이드,2023,Q1,93902570778.0,-46774693672.0,-0.4981194155225261
위메이드,2023,Q2,159278951553.0,,
위메이드,2023,Q3,235543509174.0,45372346971.0,0.19262830519130406
위메이드,2023,Q4,116527396809.0,-68698976888.0,-0.5895521462699838
위메이드,2024,Q1,161299380951.0,-37625012307.0,-0.23326197586852387
위메이드,2024,Q2,171389602633.0,-24139535236.0,-0.14084597236444074
위메이드,2024,Q3,214360690172.0,51788361266.0,0.24159448835719716
위메이드,2024,Q4,164821490248.0,17038405174.0,0.1033749006174075
위메이드,2025,Q1,141833424712.0,-11336568831.0,-0.07992875342338719
위메이드,2025,Q2,116820341975.0,-28548447095.0,-0.2443790748456247
위메이드,2025,Q3,163648297290.0,26308155889.0,0.16076033985480156
위메이드,2025,Q4,191737440388.0,24254942460.0,0.12650081492126777
위메이드,2026,Q1,153324403049.0,8488266895.0,0.05536148666619812
에코프로비엠,2023,Q1,2010989897316.0,107327003425.0,0.053370235011247796
에코프로비엠,2023,Q2,1906226538828.0,114700920024.0,0.06017171500220601
에코프로비엠,2023,Q3,1803254041355.0,45873974211.0,0.02543955158782254
에코프로비엠,2023,Q4,1180397366036.0,-111871962266.0,-0.0947748321751068
에코프로비엠,2024,Q1,970459189322.0,6684156866.0,0.006887622827982914
에코프로비엠,2024,Q2,809516920383.0,3891624609.0,0.004807341898621202
에코프로비엠,2024,Q3,521936343949.0,-41229364045.0,-0.07899308895229692
에코프로비엠,2024,Q4,464925296498.0,-3455781539.0,-0.007432982384547161
에코프로비엠,2025,Q1,629788701177.0,2269955889.0,0.0036043134542708103
에코프로비엠,2025,Q2,779716508199.0,49000956082.0,0.06284457949362017
에코프로비엠,2025,Q3,625060142880.0,50480514861.0,0.08076105225396099
에코프로비엠,2025,Q4,497011031857.0,41558472893.0,0.0836168016989957
에코프로비엠,2026,Q1,605361464988.0,20942374090.0,0.03459482524282437
삼성전기,2023,Q1,2021762829146.0,140057618237.0,0.06927499913338542
삼성전기,2023,Q2,2220522779470.0,204960394399.0,0.09230276594952135
삼성전기,2023,Q3,2360940580778.0,183993259843.0,0.07793218573182759
삼성전기,2023,Q4,2306222294521.0,110412464641.0,0.04787589856507417
삼성전기,2024,Q1,2624288611066.0,180317078816.0,0.06871084150411118
삼성전기,2024,Q2,2580132472693.0,208100287526.0,0.08065488486674345
삼성전기,2024,Q3,2615317199767.0,224875425896.0,0.08598399686127338
삼성전기,2024,Q4,2492281015597.0,115034398118.0,0.04615627106177058
삼성전기,2025,Q1,2738649099826.0,200549840807.0,0.07322947683211475
삼성전기,2025,Q2,2784629132129.0,213008153549.0,0.076494263128729
삼성전기,2025,Q3,2889035756675.0,260277272715.0,0.09009139887370377
삼성전기,2025,Q4,2902145249470.0,239495911486.0,0.08252375084594321
삼성전기,2026,Q1,3209113412582.0,280572751176.0,0.08742998925371595
대한항공,2023,Q1,3592033185858.0,485549554865.0,0.13517401698197862
대한항공,2023,Q2,3877336004314.0,477189261212.0,0.12307142344152529
대한항공,2023,Q3,4249023718523.0,543049327458.0,0.12780567100406043
대한항공,2023,Q4,4393403197452.0,284301047270.0,0.06471089369509345
대한항공,2024,Q1,4291444812510.0,537527332004.0,0.12525556205151536
대한항공,2024,Q2,4402231429467.0,442930111031.0,0.10061490817274632
대한항공,2024,Q3,4675277388850.0,665662440656.0,0.14237923983794598
대한항공,2024,Q4,4501764864977.0,464080194303.0,0.10308850155934811
대한항공,2025,Q1,6491861987200.0,431046202741.0,0.06639793076175887
대한항공,2025,Q2,6210705839436.0,370083817468.0,0.05958804474655455
대한항공,2025,Q3,6026889432501.0,157543951103.0,0.026140176100364166
대한항공,2025,Q4,6496085120365.0,154915456739.0,0.023847510287903318
대한항공,2026,Q1,6658062171688.0,517384321919.0,0.07770794392985204
한화시스템,2023,Q1,439516490290.0,8385689879.0,0.019079352115928545
한화시스템,2023,Q2,610676669255.0,25932185243.0,0.04246467328551487
한화시스템,2023,Q3,620823051196.0,37332548936.0,0.0601339606576782
한화시스템,2023,Q4,782063331181.0,21220297056.0,0.027133732282211803
한화시스템,2024,Q1,544363756675.0,39264371498.0,0.07212892301616233
한화시스템,2024,Q2,687318651559.0,79837290118.0,0.11615760744584813
한화시스템,2024,Q3,639172022980.0,56998701226.0,0.08917583870497961
한화시스템,2024,Q4,932831627060.0,43244934840.0,0.04635877856789098
한화시스템,2025,Q1,690100705524.0,58164352303.0,0.08428386152544977
한화시스템,2025,Q2,768190548880.0,33451471776.0,0.04354579970395535
한화시스템,2025,Q3,807736584417.0,22520994537.0,0.027881607657098975
한화시스템,2025,Q4,1398122729199.0,5761906739.0,0.004121173784436692
한화시스템,2026,Q1,807099186689.0,34284490078.0,0.04247865769589836
넥스틴,2023,Q1,18530774129.0,8366219872.0,0.45147708421458577
넥스틴,2023,Q2,36028867148.0,16620004507.0,0.4612968939247537
넥스틴,2023,Q3,14411402920.0,5263497396.0,0.3652314368849802
넥스틴,2023,Q4,18959526826.0,5915814635.0,0.31202332681042405
넥스틴,2024,Q1,34186770343.0,18923682896.0,0.5535381876128223
넥스틴,2024,Q2,14748820061.0,420974123.0,0.028542901822578553
넥스틴,2024,Q3,34708651978.0,14386447049.0,0.4144916679022515
넥스틴,2024,Q4,30702933549.0,13592650460.0,0.44271504018685914
넥스틴,2025,Q1,17083998846.0,3412169837.0,0.19972899013622422
넥스틴,2025,Q2,23159312598.0,2578412351.0,0.11133371684022554
넥스틴,2025,Q3,10739628000.0,-3670830432.0,-0.34180238198194574
넥스틴,2025,Q4,15931387697.0,-3480555480.0,-0.2184715824005347
넥스틴,2026,Q1,7929283950.0,-5543994378.0,-0.6991797005831781
엠케이전자,2023,Q1,228352876434.0,7482947314.0,0.03276922730668019
엠케이전자,2023,Q2,270689445006.0,19689409842.0,0.07273800366158929
엠케이전자,2023,Q3,274114521251.0,5342381519.0,0.0194895968831513
엠케이전자,2023,Q4,343817814839.0,13936396349.0,0.04053424734703178
엠케이전자,2024,Q1,272003351165.0,8707022414.0,0.03201071742942693
엠케이전자,2024,Q2,295142382188.0,21258997830.0,0.07202963421382981
엠케이전자,2024,Q3,267906285732.0,4873477289.0,0.018190977773008217
엠케이전자,2024,Q4,335548306484.0,21236592063.0,0.06328922439074396
엠케이전자,2025,Q1,283651918475.0,-1147762500.0,-0.004046376651251733
엠케이전자,2025,Q2,336132279544.0,11765626668.0,0.03500296574896452
엠케이전자,2025,Q3,376944400861.0,-6429284514.0,-0.01705632050592742
엠케이전자,2025,Q4,407094225496.0,9997860108.0,0.024559081121376006
엠케이전자,2026,Q1,450123029308.0,15148769861.0,0.033654731872504
현대제철,2023,Q1,6389050489305.0,333909838550.0,0.05226282670781064
현대제철,2023,Q2,7138316741671.0,465075677896.0,0.06515200918180761
현대제철,2023,Q3,6283196286286.0,228402032234.0,0.03635124892286447
현대제철,2023,Q4,6104196938905.0,-229062480607.0,-0.037525407993813896
현대제철,2024,Q1,5947782420213.0,55802911222.0,0.0093821372873962
현대제철,2024,Q2,6041380201899.0,97966232564.0,0.016215869435465435
현대제철,2024,Q3,5624298921124.0,51541503075.0,0.009164076056025055
현대제철,2024,Q4,5612679547981.0,-45818638281.0,-0.008163416045635802
현대제철,2025,Q1,5563465036922.0,-19028045095.0,-0.0034201787858322394
현대제철,2025,Q2,5945554952398.0,101768116766.0,0.017116672468892785
현대제철,2025,Q3,5734389046538.0,93239855179.0,0.01625977142853454
현대제철,2025,Q4,5489828223869.0,43255229380.0,0.007879158985691456
현대제철,2026,Q1,5739684986139.0,15689403201.0,0.002733495520902102
에코프로머티,2026,Q1,166529087801.0,15678037433.0,0.09414593954742034
한스바이오메드,2023,Q1,20360224077.0,842171826.0,0.04136358336799262
한스바이오메드,2023,Q2,20482942062.0,-346812388.0,-0.016931766293642313
한스바이오메드,2023,Q3,18466892403.0,121738664.0,0.006592265842206521
한스바이오메드,2023,Q4,19011093375.0,-4015600006.0,-0.2112240430779537
한스바이오메드,2024,Q1,19876134107.0,-748818315.0,-0.03767424344034187
한스바이오메드,2024,Q2,20452807800.0,189360020.0,0.009258387496312364
한스바이오메드,2024,Q3,20814468108.0,653951434.0,0.03141811890685091
한스바이오메드,2024,Q4,19509934071.0,-1059882946.0,-0.054325296135953306
한스바이오메드,2025,Q1,30265841841.0,2063363232.0,0.0681746519009704
한스바이오메드,2025,Q2,24155166069.0,1767590174.0,0.07317648609621737
한스바이오메드,2025,Q3,22033892083.0,40796559.0,0.0018515366620805102
한스바이오메드,2025,Q4,23714661352.0,-26950125984.0,-1.1364330944463237
한스바이오메드,2026,Q2,34485876372.0,4438662638.0,0.1287095792526783
포스코퓨처엠,2023,Q1,1135237636646.0,20264913113.0,0.01785081154715027
포스코퓨처엠,2023,Q2,1193021877941.0,52138906932.0,0.043703227825113274
포스코퓨처엠,2023,Q3,1285771925310.0,37136749104.0,0.02888284335112257
포스코퓨처엠,2023,Q4,1145840046367.0,-73658383150.0,-0.06428330322678216
포스코퓨처엠,2024,Q1,1138422307321.0,37897306820.0,0.033289322052360425
포스코퓨처엠,2024,Q2,915486800782.0,2737318766.0,0.0029900144531431897
포스코퓨처엠,2024,Q3,922788171172.0,1367594309.0,0.0014820241001388952
포스코퓨처엠,2024,Q4,723246956546.0,-41280974029.0,-0.05707728688710278
포스코퓨처엠,2025,Q1,845393850220.0,17150145795.0,0.020286575056746574
포스코퓨처엠,2025,Q2,660936939289.0,773324990.0,0.0011700435306761655
포스코퓨처엠,2025,Q3,874798315308.0,66669950510.0,0.07621179572862662
포스코퓨처엠,2025,Q4,557569079575.0,-51766137801.0,-0.09284255475654798
포스코퓨처엠,2026,Q1,757515005832.0,17699640745.0,0.023365399508568134
알테오젠,2023,Q1,10336706922.0,-10485352173.0,-1.0143803294532452
알테오젠,2023,Q2,42533195454.0,19411349190.0,0.45638116259084116
알테오젠,2023,Q3,21302522842.0,-10589761627.0,-0.49711302767019
알테오젠,2023,Q4,22350503669.0,-8073073877.0,-0.3612032192454481
알테오젠,2024,Q1,34900500859.0,17259076338.0,0.49452231094698745
알테오젠,2024,Q2,12234116831.0,-6727123999.0,-0.5498659275473123
알테오젠,2024,Q3,4889997796.0,-8158251134.0,-1.6683547670866885
알테오젠,2024,Q4,50830005314.0,23030289651.0,0.453084541477646
알테오젠,2025,Q1,83696077912.0,61017565621.0,0.7290373353594333
알테오젠,2025,Q2,18643000115.0,-426290507.0,-0.022865982104297165
알테오젠,2025,Q3,49012996870.0,26670839372.0,0.5441585105016248
알테오젠,2025,Q4,64506844060.0,19637962611.0,0.3044322334655539
알테오젠,2026,Q1,71598550624.0,39300649498.0,0.5489028640312494
지엔씨에너지,2023,Q1,28604283535.0,1363127235.0,0.04765465400774982
지엔씨에너지,2023,Q2,47202637425.0,1968593902.0,0.041705167537044674
지엔씨에너지,2023,Q3,25752444776.0,942035203.0,0.03658041833286174
지엔씨에너지,2023,Q4,64858042607.0,6749144318.0,0.1040602529264671
지엔씨에너지,2024,Q1,40262025649.0,2379467497.0,0.05909954749281472
지엔씨에너지,2024,Q2,36978826707.0,2969863999.0,0.0803125535196554
지엔씨에너지,2024,Q3,73973767308.0,13227177431.0,0.17880902801565884
지엔씨에너지,2024,Q4,75101595499.0,13127093437.0,0.17479113925315728
지엔씨에너지,2025,Q1,66275497974.0,14986663133.0,0.22612675258780093
지엔씨에너지,2025,Q2,60825133664.0,12206200776.0,0.20067692482892757
지엔씨에너지,2025,Q3,69496977824.0,12765282529.0,0.1836811172037995
지엔씨에너지,2025,Q4,66035988076.0,9414351133.0,0.1425639474367392
지엔씨에너지,2026,Q1,55427050840.0,4403629100.0,0.07944909630338903
테크윙,2023,Q1,28622482858.0,391453935.0,0.013676449277375963
테크윙,2023,Q2,39490614105.0,2430951065.0,0.061557692127462045
테크윙,2023,Q3,24330700278.0,-2689972636.0,-0.11055878397516956
테크윙,2023,Q4,41160463019.0,3028054690.0,0.0735670706280011
테크윙,2024,Q1,40339438510.0,5573116785.0,0.13815553688528523
테크윙,2024,Q2,50769762440.0,7175303768.0,0.1413302608315297
테크윙,2024,Q3,46721566923.0,6176778970.0,0.13220402004452697
테크윙,2024,Q4,47676403161.0,4485877741.0,0.09409010419371389
테크윙,2025,Q1,34587214904.0,1783376942.0,0.051561738837600166
테크윙,2025,Q2,48893652605.0,6361081674.0,0.13010035730792383
테크윙,2025,Q3,41765843683.0,7111094930.0,0.1702610148132704
테크윙,2025,Q4,33881687210.0,582019301.0,0.01717799049948788
테크윙,2026,Q1,52399688379.0,9702115572.0,0.18515597844448775
디케이티,2023,Q1,67353195042.0,2582096050.0,0.03833665275106638
디케이티,2023,Q2,77134265160.0,3924403558.0,0.050877564592851046
디케이티,2023,Q3,67661849343.0,5012509331.0,0.07408176660365805
디케이티,2023,Q4,68068750871.0,3167757807.0,0.04653762213153218
디케이티,2024,Q1,115763512542.0,7679480955.0,0.0663376636244846
디케이티,2024,Q2,107707221771.0,7596617901.0,0.07053025578128297
디케이티,2024,Q3,81696629379.0,5020347249.0,0.06145109396998541
디케이티,2024,Q4,98182508591.0,2789258221.0,0.028408911740269795
디케이티,2025,Q1,86424288834.0,2458455764.0,0.02844635226009316
디케이티,2025,Q2,118774781512.0,8239833880.0,0.06937359745147177
